@RELATION SINGLE_MISUSE_TRAIN_DATA
@ATTRIBUTE ATTR1 numeric
@ATTRIBUTE ATTR2 numeric
@ATTRIBUTE ATTR3 numeric
@ATTRIBUTE ATTR4 numeric
@ATTRIBUTE ATTR5 numeric
@ATTRIBUTE ATTR6 numeric
@ATTRIBUTE ATTR7 numeric
@ATTRIBUTE ATTR8 numeric
@ATTRIBUTE ATTR9 numeric
@ATTRIBUTE ATTR10 numeric
@ATTRIBUTE ATTR11 numeric
@ATTRIBUTE ATTR12 numeric
@ATTRIBUTE ATTR13 numeric
@ATTRIBUTE ATTR14 numeric
@ATTRIBUTE ATTR15 numeric
@ATTRIBUTE ATTR16 numeric
@ATTRIBUTE ATTR17 numeric
@ATTRIBUTE ATTR18 numeric
@ATTRIBUTE ATTR19 numeric
@ATTRIBUTE ATTR20 numeric
@ATTRIBUTE ATTR21 numeric
@ATTRIBUTE ATTR22 numeric
@ATTRIBUTE ATTR23 numeric
@ATTRIBUTE ATTR24 numeric
@ATTRIBUTE ATTR25 numeric
@ATTRIBUTE ATTR26 numeric
@ATTRIBUTE ATTR27 numeric
@ATTRIBUTE ATTR28 numeric
@ATTRIBUTE ATTR29 numeric
@ATTRIBUTE ATTR30 numeric
@ATTRIBUTE ATTR31 numeric
@ATTRIBUTE ATTR32 numeric
@ATTRIBUTE ATTR33 numeric
@ATTRIBUTE ATTR34 numeric
@ATTRIBUTE ATTR35 numeric
@ATTRIBUTE ATTR36 numeric
@ATTRIBUTE ATTR37 numeric
@ATTRIBUTE ATTR38 numeric
@ATTRIBUTE ATTR39 numeric
@ATTRIBUTE ATTR40 numeric
@ATTRIBUTE ATTR41 numeric
@ATTRIBUTE ATTACK_TYPE {Optimized_Back, Optimized_BufferOverflow, Optimized_FTPWrite, Optimized_GuessPassword, Optimized_Imap, Optimized_IPSweep, Optimized_Land, Optimized_LoadModule, Optimized_MultiHop, Optimized_Neptune, Optimized_NMap, Optimized_Normal, Optimized_Perl, Optimized_PHF, Optimized_Pod, Optimized_PortSweep, Optimized_RootKit, Optimized_Satan, Optimized_Smurf, Optimized_Spy, Optimized_TearDrop, Optimized_WarezClient, Optimized_WarezMaster}
@DATA
0, 0, 0.26, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.213, 0.02, 0.1, 0.1, 0, 0, 0.009, 0.007, 0, 0.255, 0.02, 0.008, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.104, 0.015, 0.1, 0.1, 0, 0, 0.014, 0.007, 0, 0.255, 0.035, 0.014, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.067, 0.001, 0.001, 0.1, 0.001, 0, 0, 0, 0.094, 0.1, Optimized_IPSweep
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.17, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.289, 0.001, 0, 0, 0.1, 0.1, 0, 0.051, 0, 0.255, 0.001, 0, 0.051, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.159, 0.001, 0.004, 0, 0.089, 0.1, 0.001, 0.099, 0, 0.255, 0.001, 0, 0.063, 0, 0, 0.002, 0, 0.056, 0.1, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.123, 0.001, 0.001, 0, 0.094, 0.1, 0.001, 0.1, 0, 0.248, 0.001, 0, 0.052, 0, 0, 0, 0, 0.048, 0.1, Optimized_Satan
0, 0, 0.29, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.255, 0.001, 0, 0.035, 0.034, 0, 0, 0, 0.034, 0.1, Optimized_PortSweep
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.049, 0.049, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.049, 0.019, 0.002, 0.019, 0, 0, 0, 0, 0, Optimized_TearDrop
0, 0.01, 0.1, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.019, 0.001, 0, 0, 0, 0, 0.005, 0.053, 0, 0.255, 0.001, 0, 0.029, 0.082, 0, 0, 0, 0.016, 0, Optimized_Satan
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048, 0.048, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.048, 0.019, 0.064, 0.019, 0, 0.001, 0, 0.052, 0, Optimized_TearDrop
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.003, 0.001, 0.073, 0.036, 0, 0.003, 0, 0.062, 0, Optimized_Satan
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.09, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.065, 0.065, 0.1, 0, 0.002, 0, 0.002, 0.002, 0.002, 0.002, Optimized_Back
0, 0.01, 0.12, 0, 0.00207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.066, 0.058, 0.088, 0.003, 0.088, 0, 0, 0, 0, 0, Optimized_NMap
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014, 0.01, 0, 0, 0, 0, 0.071, 0.014, 0, 0.255, 0.01, 0.004, 0.084, 0.017, 0, 0.003, 0, 0.08, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.024, 0, 0, 0, 0, 0.1, 0, 0.1, 0.004, 0.012, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0.0003, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.296, 0.002, 0, 0, 0.1, 0.1, 0.001, 0.052, 0, 0.255, 0.002, 0.001, 0.052, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.166, 0.166, 0.1, 0, 0.001, 0, 0, 0, 0.001, 0.001, Optimized_Back
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.187, 0.073, 0.016, 0.073, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.124, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.032, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.087, 0.1, 0, 0.1, 0.051, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08, 0.08, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.08, 0.031, 0.002, 0.031, 0, 0, 0, 0, 0, Optimized_TearDrop
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.008, 0, 0, 0, 0, 0.1, 0, 0.1, 0.003, 0.067, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.174, 0.001, 0.001, 0.006, 0.003, 0, 0, 0, 0.005, 0.1, Optimized_PortSweep
0.0007, 0, 0.24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.051, 0.002, 0.002, 0.1, 0.002, 0.1, 0, 0, 0.092, 0, Optimized_IPSweep
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.016, 0.1, 0.083, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.023, 0.1, 0.077, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.017, 0, 0, 0, 0, 0.1, 0, 0.1, 0.003, 0.08, 0.1, 0, 0.1, 0.026, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.008, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.182, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.36, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.001, 0, 0, 0.043, 0.1, 0.014, 0.1, 0, 0.162, 0.001, 0.001, 0.008, 0.001, 0, 0.001, 0, 0.002, 0.1, Optimized_Satan
0.543, 0, 0.1, 0.08, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.255, 0.002, 0.001, 0.074, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
0.0001, 0, 0.07, 0, 0.01246, 0.02449, 0, 0, 0, 1, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.136, 0.053, 0.002, 0, 0, 0, 0, 0, 0, Optimized_WarezClient
0, 0, 0.28, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.145, 0.001, 0.006, 0.1, 0.094, 0, 0.001, 0.058, 0, 0.255, 0.001, 0, 0.033, 0.057, 0, 0.004, 0.1, 0.053, 0, Optimized_PortSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.023, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.105, 0.1, 0, 0.1, 0.026, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.048, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.021, 0.1, 0, 0.1, 0.052, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.414, 0.001, 0.008, 0, 0.091, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.011, 0, 0.089, 0.1, Optimized_Satan
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.508, 0.001, 0.01, 0, 0.09, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.009, 0, 0.091, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.002, 0.046, 0.1, 0, 0.1, 0.026, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.22, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.101, 0.001, 0.001, 0.053, 0.052, 0, 0.006, 0, 0.05, 0.1, Optimized_PortSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.005, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.013, 0.1, 0, 0.1, 0.054, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.017, 0.001, 0.006, 0.1, 0.006, 0, 0, 0, 0.094, 0.1, Optimized_IPSweep
0, 0, 0.14, 0, 0.00334, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.083, 0.033, 0.007, 0.035, 0, 0.002, 0.005, 0, 0, Optimized_WarezClient
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.072, 0.028, 0.001, 0.028, 0, 0, 0, 0, 0, Optimized_TearDrop
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0.053, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.053, 0.021, 0.002, 0.021, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.027, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.13, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.159, 0.001, 0.001, 0.039, 0.038, 0, 0, 0, 0.038, 0.1, Optimized_PortSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.037, 0.001, 0.003, 0.1, 0.003, 0, 0, 0, 0.089, 0.1, Optimized_IPSweep
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.147, 0.058, 0.002, 0.058, 0, 0.001, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.155, 0.061, 0.002, 0.061, 0, 0.001, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.014, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.033, 0.1, 0, 0.1, 0.052, 0, 0, 0, 0, Optimized_IPSweep
0.531, 0, 0.1, 0.08, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.255, 0.002, 0.001, 0.074, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.033, 0.005, 0, 0, 0, 0, 0.015, 0.012, 0, 0.255, 0.055, 0.022, 0.025, 0.095, 0, 0, 0, 0.005, 0, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.055, 0.022, 0.02, 0.022, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.036, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.13, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.103, 0.001, 0.001, 0, 0.093, 0.1, 0.001, 0.1, 0, 0.228, 0.001, 0, 0.048, 0, 0, 0, 0, 0.043, 0.1, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.001, 0, 0, 0.1, 0.1, 0.05, 0.1, 0, 0.255, 0.001, 0, 0.097, 0.096, 0, 0, 0, 0.096, 0.1, Optimized_PortSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.288, 0.001, 0.011, 0, 0.089, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.01, 0, 0.089, 0.1, Optimized_Satan
0, 0, 0.14, 0, 0.00334, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.035, 0.1, 0, 0.1, 0.006, 0, 0, 0, 0, Optimized_WarezClient
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.011, 0, 0.088, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.014, 0, 0.084, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.189, 0.189, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.007, 0, 0.092, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.01, 0, 0.087, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.05, 0, 0, 0, 0, 0.1, 0, 0.1, 0.003, 0.179, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.023, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.063, 0.1, 0, 0.1, 0.051, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0, 0.02, 0.5454, 0.0438, 0, 0, 0, 0.1, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0.05, 0.05, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0.004, 0.004, Optimized_Back
0.0001, 0, 0.07, 0, 0.01241, 0.02449, 0, 0, 0, 1, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.2, 0.028, 0.014, 0.003, 0, 0, 0, 0, 0.001, 0, Optimized_WarezClient
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.023, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.088, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.011, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.006, 0.1, 0, 0.1, 0.033, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.022, 0, 0.076, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.015, 0, 0.082, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.275, 0.275, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.268, 0.001, 0.011, 0.1, 0.088, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.011, 0.1, 0.088, 0, Optimized_Satan
0, 0, 0.01, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.001, 0, 0, 0.1, 0.1, 0.05, 0.1, 0, 0.255, 0.001, 0, 0.1, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
0, 0.02, 0.09, 0, 0.0148, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.004, 0.002, 0.002, 0.002, 0, 0, 0, 0, 0, Optimized_Pod
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.51, 0.51, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.051, 0.02, 0.016, 0.02, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13, 0.12, 0, 0, 0, 0, 0.092, 0.002, 0, 0.255, 0.188, 0.074, 0.004, 0.1, 0, 0, 0, 0, 0, Optimized_Satan
0, 0, 0.67, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.51, 0.001, 0.013, 0, 0.087, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.019, 0, 0.081, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.058, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.014, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.212, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.026, 0, 0, 0, 0, 0.1, 0, 0.1, 0.003, 0.075, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0.025, 0.025, 0.1, 0, 0, 0.122, 0.122, 0.1, 0, 0.001, 0, 0, 0, 0.005, 0.005, Optimized_Back
0, 0, 0.17, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.12, 0.001, 0.001, 0.021, 0.018, 0, 0, 0, 0.017, 0.1, Optimized_PortSweep
0, 0, 0.14, 0, 0.00334, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.035, 0.1, 0, 0.1, 0.014, 0, 0, 0, 0, Optimized_WarezClient
