@RELATION MULTI_MISUSE_TRAIN_DATA
@ATTRIBUTE ATTR1 numeric
@ATTRIBUTE ATTR2 numeric
@ATTRIBUTE ATTR3 numeric
@ATTRIBUTE ATTR4 numeric
@ATTRIBUTE ATTR5 numeric
@ATTRIBUTE ATTR6 numeric
@ATTRIBUTE ATTR7 numeric
@ATTRIBUTE ATTR8 numeric
@ATTRIBUTE ATTR9 numeric
@ATTRIBUTE ATTR10 numeric
@ATTRIBUTE ATTR11 numeric
@ATTRIBUTE ATTR12 numeric
@ATTRIBUTE ATTR13 numeric
@ATTRIBUTE ATTR14 numeric
@ATTRIBUTE ATTR15 numeric
@ATTRIBUTE ATTR16 numeric
@ATTRIBUTE ATTR17 numeric
@ATTRIBUTE ATTR18 numeric
@ATTRIBUTE ATTR19 numeric
@ATTRIBUTE ATTR20 numeric
@ATTRIBUTE ATTR21 numeric
@ATTRIBUTE ATTR22 numeric
@ATTRIBUTE ATTR23 numeric
@ATTRIBUTE ATTR24 numeric
@ATTRIBUTE ATTR25 numeric
@ATTRIBUTE ATTR26 numeric
@ATTRIBUTE ATTR27 numeric
@ATTRIBUTE ATTR28 numeric
@ATTRIBUTE ATTR29 numeric
@ATTRIBUTE ATTR30 numeric
@ATTRIBUTE ATTR31 numeric
@ATTRIBUTE ATTR32 numeric
@ATTRIBUTE ATTR33 numeric
@ATTRIBUTE ATTR34 numeric
@ATTRIBUTE ATTR35 numeric
@ATTRIBUTE ATTR36 numeric
@ATTRIBUTE ATTR37 numeric
@ATTRIBUTE ATTR38 numeric
@ATTRIBUTE ATTR39 numeric
@ATTRIBUTE ATTR40 numeric
@ATTRIBUTE ATTR41 numeric
@ATTRIBUTE ATTACK_TYPE {Optimized_Back, Optimized_BufferOverflow, Optimized_FTPWrite, Optimized_GuessPassword, Optimized_Imap, Optimized_IPSweep, Optimized_Land, Optimized_LoadModule, Optimized_MultiHop, Optimized_Neptune, Optimized_NMap, Optimized_Normal, Optimized_Perl, Optimized_PHF, Optimized_Pod, Optimized_PortSweep, Optimized_RootKit, Optimized_Satan, Optimized_Smurf, Optimized_Spy, Optimized_TearDrop, Optimized_WarezClient, Optimized_WarezMaster}
@DATA
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.143, 0.019, 0.1, 0.1, 0, 0, 0.013, 0.006, 0, 0.255, 0.017, 0.007, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.118, 0.005, 0.1, 0.1, 0, 0, 0.004, 0.006, 0, 0.255, 0.005, 0.002, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.38, 0.38, 0, 0, 0, 0, 0.1, 0, 0, 0.121, 0.027, 0.022, 0.006, 0.022, 0, 0.002, 0, 0.052, 0, Optimized_Smurf
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.139, 0.001, 0.004, 0.1, 0.088, 0, 0.001, 0.099, 0, 0.255, 0.001, 0, 0.055, 0, 0, 0.002, 0.1, 0.048, 0, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.18, 0.071, 0.001, 0.071, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031, 0.004, 0, 0, 0, 0, 0.013, 0.01, 0, 0.255, 0.024, 0.009, 0.065, 0.04, 0, 0.005, 0, 0.055, 0, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.008, 0, 0.091, 0.1, 0, 0.095, 0, 0.255, 0.001, 0, 0.091, 0, 0, 0.008, 0, 0.092, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.022, 0, 0, 0, 0, 0.1, 0, 0.1, 0.004, 0.12, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.03, 0, 0, 0, 0, 0.1, 0, 0.1, 0.004, 0.088, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.019, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.026, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.255, 0.001, 0, 0.079, 0.079, 0, 0, 0, 0.078, 0.1, Optimized_PortSweep
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.102, 0.102, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.102, 0.04, 0.002, 0.04, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.51, 0.001, 0.013, 0, 0.087, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.019, 0, 0.081, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.014, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.048, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.372, 0.372, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.001, 0, 0, 0.1, 0.1, 0.05, 0.1, 0, 0.255, 0.001, 0, 0.095, 0.093, 0, 0, 0, 0.093, 0.1, Optimized_PortSweep
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48, 0.48, 0, 0, 0, 0, 0.1, 0, 0, 0.103, 0.103, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.002, 0, 0.098, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.004, 0, 0.096, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.379, 0.379, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 0.001, 0.009, 0, 0.091, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.009, 0, 0.09, 0.1, Optimized_Satan
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.012, 0.1, 0.086, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.013, 0.1, 0.084, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.002, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.032, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.006, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.194, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.306, 0.306, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.049, 0.001, 0, 0, 0.096, 0.1, 0.002, 0.1, 0, 0.167, 0.001, 0.001, 0.036, 0.001, 0, 0, 0, 0.03, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.038, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.255, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.165, 0.001, 0.001, 0.1, 0.095, 0, 0.001, 0.1, 0, 0.255, 0.001, 0, 0.067, 0, 0, 0.001, 0.1, 0.063, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.029, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.101, 0.1, 0, 0.1, 0.026, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.043, 0.002, 0.002, 0.1, 0.002, 0.1, 0, 0, 0.095, 0.1, Optimized_IPSweep
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.182, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.016, 0.014, 0, 0, 0, 0, 0.088, 0.012, 0, 0.255, 0.017, 0.007, 0.022, 0.1, 0, 0, 0, 0, 0, Optimized_Satan
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.026, 0.024, 0, 0, 0, 0, 0.092, 0.008, 0, 0.255, 0.033, 0.013, 0.022, 0.1, 0, 0, 0, 0, 0, Optimized_Satan
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014, 0.014, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.014, 0.005, 0.002, 0.005, 0, 0, 0, 0.073, 0, Optimized_TearDrop
0, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.253, 0.001, 0, 0.035, 0.034, 0, 0, 0, 0.034, 0.1, Optimized_PortSweep
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.238, 0.001, 0.009, 0.1, 0.086, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.094, 0, 0, 0.008, 0.1, 0.08, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.039, 0, 0, 0, 0, 0.1, 0, 0.1, 0.004, 0.172, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.421, 0.001, 0.006, 0, 0.09, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.008, 0, 0.091, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.179, 0.179, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.017, 0, 0, 0, 0, 0.1, 0, 0.1, 0.004, 0.08, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.188, 0.088, 0.053, 0, 0, 0, 0.047, 0.004, 0, 0.255, 0.088, 0.035, 0.066, 0.035, 0, 0.009, 0, 0.057, 0, Optimized_TearDrop
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.003, 0, 0, 0, 0.033, 0.1, 0, 0.067, 0.04, 0.04, 0.1, 0, 0.003, 0, 0, 0, 0, 0, Optimized_Back
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.025, 0, 0.075, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.028, 0, 0.072, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.51, 0.51, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.164, 0.064, 0.002, 0.064, 0, 0, 0, 0.002, 0, Optimized_Smurf
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.042, 0.1, 0.058, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.051, 0.1, 0.049, 0, Optimized_Satan
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.001, 0, 0, 0, 0, 0.008, 0.077, 0, 0.255, 0.001, 0, 0.043, 0.076, 0, 0, 0, 0.024, 0, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.048, 0.002, 0.002, 0.1, 0.002, 0.1, 0, 0, 0.092, 0.1, Optimized_IPSweep
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.021, 0, 0.078, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.023, 0, 0.077, 0.1, Optimized_Satan
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.002, 0, 0, 0, 0, 0.025, 0.038, 0, 0.255, 0.022, 0.009, 0.071, 0.038, 0, 0.001, 0, 0.062, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.027, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.125, 0.1, 0, 0.1, 0.026, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.009, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.226, 0.1, 0, 0.1, 0.025, 0, 0, 0, 0, Optimized_NMap
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.095, 0.037, 0.002, 0.037, 0, 0.002, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.04, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.087, 0.1, 0, 0.1, 0.051, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.166, 0.146, 0, 0, 0, 0, 0.088, 0.002, 0, 0.255, 0.177, 0.069, 0.004, 0.1, 0, 0, 0, 0, 0, Optimized_Satan
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.02, 0.1, 0.079, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.022, 0.1, 0.078, 0, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.04, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.065, 0.1, 0, 0.1, 0.051, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.025, 0.024, 0, 0, 0.004, 0, 0.096, 0.008, 0, 0.255, 0.024, 0.009, 0.002, 0.009, 0, 0, 0, 0.07, 0, Optimized_TearDrop
0.0012, 0, 0.14, 0, 0.07045, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.002, 0.029, 0.1, 0, 0.1, 0.014, 0, 0, 0, 0, Optimized_WarezClient
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.022, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.048, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.001, 0.032, 0.1, 0.068, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.01, 0.1, 0.09, 0, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.136, 0.001, 0, 0, 0.1, 0.1, 0.001, 0.053, 0, 0.255, 0.001, 0, 0.029, 0.053, 0, 0, 0, 0.091, 0.1, Optimized_PortSweep
0, 0.02, 0.06, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.164, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.037, 0.002, 0.003, 0.1, 0.003, 0.1, 0, 0, 0.092, 0.1, Optimized_IPSweep
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.254, 0.254, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.254, 0.1, 0.001, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.381, 0.001, 0.009, 0, 0.09, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.011, 0, 0.089, 0.1, Optimized_Satan
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.055, 0.001, 0.013, 0, 0.087, 0.1, 0.002, 0.1, 0, 0.255, 0.001, 0, 0.049, 0, 0, 0.003, 0, 0.02, 0.1, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.057, 0.022, 0.002, 0.022, 0, 0.002, 0, 0, 0, Optimized_Smurf
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.029, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.114, 0.1, 0, 0.1, 0.05, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029, 0.002, 0, 0, 0, 0, 0.007, 0.014, 0, 0.255, 0.002, 0.001, 0.049, 0.054, 0, 0.016, 0, 0.03, 0, Optimized_Satan
0.0004, 0, 0.55, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.217, 0.002, 0, 0, 0.1, 0.1, 0.001, 0.052, 0, 0.255, 0.002, 0.001, 0.044, 0.085, 0, 0, 0, 0.096, 0.1, Optimized_PortSweep
0, 0.01, 0.12, 0, 0.00215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.107, 0.091, 0.085, 0.002, 0.085, 0, 0, 0, 0, 0, Optimized_NMap
0, 0, 0.1, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.51, 0.001, 0.007, 0.1, 0.092, 0, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.005, 0.1, 0.095, 0, Optimized_Satan
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.108, 0.108, 0, 0, 0, 0, 0.1, 0, 0, 0.254, 0.16, 0.063, 0.003, 0.063, 0, 0.001, 0, 0.025, 0, Optimized_Smurf
0, 0.02, 0.09, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.42, 0.42, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_Smurf
0, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.197, 0.001, 0.001, 0.076, 0.076, 0, 0.003, 0, 0.063, 0.1, Optimized_PortSweep
0, 0.02, 0.09, 0, 0.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.016, 0.016, 0.1, 0, 0.1, 0, 0, 0, 0, 0, Optimized_IPSweep
0, 0, 0.14, 0, 0.00334, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.006, 0.054, 0.1, 0, 0.1, 0.009, 0, 0, 0, 0, Optimized_WarezClient
0, 0, 0.1, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.509, 0.001, 0.005, 0, 0.094, 0.1, 0, 0.1, 0, 0.255, 0.001, 0, 0.1, 0, 0, 0.006, 0, 0.092, 0.1, Optimized_Satan
0, 0.02, 0.06, 0, 8E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.012, 0, 0, 0, 0, 0.1, 0, 0.1, 0.001, 0.009, 0.1, 0, 0.1, 0.056, 0, 0, 0, 0, Optimized_IPSweep
0, 0.01, 0.12, 0, 0.00028, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.056, 0.056, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.056, 0.022, 0.002, 0.022, 0, 0, 0, 0, 0, Optimized_TearDrop
0, 0, 0.14, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.089, 0.001, 0.001, 0, 0.09, 0.1, 0.001, 0.1, 0, 0.255, 0.001, 0, 0.036, 0, 0, 0, 0, 0.032, 0.1, Optimized_Satan
1, 0, 0.54, 0.08, 1E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.255, 0.002, 0.001, 0.075, 0.1, 0, 0, 0, 0.1, 0.1, Optimized_PortSweep
